kode_wilayah,Kabupaten/Kota,tahun,TPAK,is_interpolasi
3575.0,Kota Pasuruan,2025,75.63,False
3574.0,Kota Probolinggo,2008,65.15,False
3574.0,Kota Probolinggo,2009,65.26,False
3574.0,Kota Probolinggo,2010,63.0,False
3574.0,Kota Probolinggo,2011,63.93,False
3574.0,Kota Probolinggo,2012,67.71,False
3574.0,Kota Probolinggo,2013,63.7,False
3574.0,Kota Probolinggo,2014,66.94,False
3574.0,Kota Probolinggo,2015,63.61,False
,Kota Probolinggo,2016,65.53,True
3574.0,Kota Probolinggo,2017,67.45,False
3574.0,Kota Probolinggo,2018,65.25,False
3574.0,Kota Probolinggo,2019,64.12,False
3574.0,Kota Probolinggo,2020,69.07,False
3574.0,Kota Probolinggo,2021,69.71,False
3574.0,Kota Probolinggo,2022,68.39,False
3574.0,Kota Probolinggo,2023,70.61,False
3574.0,Kota Probolinggo,2024,67.55,False
3574.0,Kota Probolinggo,2025,68.44,False
3578.0,Kota Surabaya,2008,65.32,False
3578.0,Kota Surabaya,2009,62.92,False
3578.0,Kota Surabaya,2010,63.02,False
3578.0,Kota Surabaya,2011,61.77,False
3578.0,Kota Surabaya,2012,66.14,False
3578.0,Kota Surabaya,2013,67.86,False
3578.0,Kota Surabaya,2014,66.56,False
3578.0,Kota Surabaya,2015,66.1,False
,Kota Surabaya,2016,66.22999999999999,True
3578.0,Kota Surabaya,2017,66.36,False
3578.0,Kota Surabaya,2018,67.27,False
3578.0,Kota Surabaya,2019,68.76,False
3578.0,Kota Surabaya,2020,68.05,False
3578.0,Kota Surabaya,2021,67.3,False
3578.0,Kota Surabaya,2022,69.99,False
3578.0,Kota Surabaya,2023,68.73,False
3578.0,Kota Surabaya,2024,70.49,False
3578.0,Kota Surabaya,2025,70.59,False
